"","car_id","actual","predict","hit"
"102","2668","A","A",1
"103","2668","A","A",1
"104","2668","A","A",1
"105","2668","A","A",1
"106","2668","A","A",1
"107","2668","A","A",1
"108","2668","A","A",1
"109","2668","A","A",1
"110","2668","A","A",1
"111","2668","A","A",1
"112","2668","A","A",1
"113","2668","A","A",1
"114","2668","A","A",1
"115","2668","A","A",1
"116","2668","A","A",1
"117","2668","A","A",1
"118","2668","A","A",1
"119","2668","A","A",1
"120","2668","A","A",1
"121","2669","A","A",1
"122","2669","A","A",1
"123","2669","A","A",1
"124","2669","A","A",1
"125","2669","A","A",1
"126","2669","A","A",1
"127","2669","A","A",1
"128","2669","A","A",1
"129","2669","A","A",1
"130","2669","A","A",1
"131","2669","A","A",1
"132","2669","A","A",1
"133","2669","A","A",1
"134","2669","A","A",1
"135","2669","A","A",1
"136","2669","A","A",1
"137","2669","A","A",1
"138","2669","A","A",1
"139","2669","A","A",1
"140","2669","A","A",1
"141","2669","A","A",1
"142","2669","A","A",1
"143","2669","A","A",1
"144","2669","A","A",1
"145","2669","A","A",1
"146","2669","A","A",1
"147","2669","A","A",1
"148","2669","A","A",1
"149","2669","A","A",1
"150","2669","A","A",1
"151","2669","A","A",1
"152","2669","A","A",1
"153","2669","A","A",1
"154","2669","A","A",1
"155","2669","A","A",1
"156","2669","A","A",1
"157","2669","A","A",1
"158","2669","A","A",1
"159","2669","A","A",1
"160","2669","A","A",1
"161","2669","A","A",1
"162","2669","A","A",1
"163","2669","A","A",1
"164","2669","A","A",1
"165","2669","A","A",1
"166","2669","A","A",1
"167","2669","A","A",1
"168","2669","A","A",1
"169","2669","A","A",1
"170","2669","A","A",1
"171","2669","A","A",1
"172","2669","A","A",1
"173","2669","A","A",1
"174","2669","A","A",1
"175","2669","A","A",1
"176","2669","A","A",1
"177","2669","A","A",1
"178","2669","A","A",1
"179","2669","A","A",1
"180","2669","A","A",1
"181","2669","A","A",1
"182","2669","A","A",1
"183","2669","A","A",1
"184","2669","A","A",1
"185","2669","A","A",1
"186","2669","A","A",1
"187","2669","A","A",1
"188","2669","A","A",1
"189","2669","A","A",1
"190","2669","A","A",1
"191","2669","A","A",1
"192","2669","A","A",1
"193","2669","A","A",1
"194","2669","A","A",1
"195","2669","A","A",1
"196","2669","A","A",1
"197","2669","A","A",1
"198","2669","A","A",1
"199","2669","A","A",1
"200","2669","A","A",1
"201","2669","A","A",1
"202","2669","A","A",1
"203","2669","A","A",1
"204","2669","A","A",1
"205","2669","A","A",1
"206","2669","A","A",1
"207","2669","A","A",1
"208","2669","A","A",1
"209","2669","A","A",1
"210","2669","A","A",1
"211","2669","A","A",1
"212","2669","A","A",1
"213","2669","A","A",1
"214","2669","A","A",1
"215","2669","A","A",1
"216","2669","A","A",1
"217","2669","A","A",1
"218","2669","A","A",1
"219","2669","A","A",1
"220","2669","A","A",1
"221","2669","A","A",1
"222","2669","A","A",1
"223","2669","A","A",1
"224","2669","A","A",1
"225","2669","A","A",1
"226","2669","A","A",1
"227","2669","A","A",1
"228","2669","A","A",1
"229","2669","A","A",1
"230","2669","A","A",1
"231","2669","A","A",1
"232","2669","A","A",1
"233","2669","A","A",1
"234","2669","A","A",1
"235","2669","A","A",1
"236","2669","A","A",1
"237","2669","A","A",1
"238","2669","A","A",1
"239","2669","A","A",1
"240","2669","A","A",1
"241","2670","A","A",1
"242","2670","A","A",1
"243","2670","A","A",1
"244","2670","A","A",1
"245","2670","A","A",1
"246","2670","A","A",1
"247","2670","A","A",1
"248","2670","A","A",1
"249","2670","A","A",1
"250","2670","A","A",1
"251","2670","A","A",1
"252","2670","A","A",1
"253","2670","A","A",1
"254","2670","A","A",1
"255","2670","A","A",1
"256","2670","A","A",1
"257","2670","A","A",1
"258","2670","A","A",1
"259","2670","A","A",1
"260","2670","A","A",1
"261","2670","A","A",1
"262","2670","A","A",1
"263","2670","A","A",1
"264","2670","A","A",1
"265","2670","A","A",1
"266","2670","A","A",1
"267","2670","A","A",1
"268","2670","A","A",1
"269","2670","A","A",1
"270","2670","A","A",1
"271","2670","A","A",1
"272","2670","A","A",1
"273","2670","A","A",1
"274","2670","A","A",1
"275","2670","A","A",1
"276","2670","A","A",1
"277","2670","A","A",1
"278","2670","A","A",1
"279","2670","A","A",1
"280","2670","A","A",1
"281","2670","A","A",1
"282","2670","A","A",1
"283","2670","A","A",1
"284","2670","A","A",1
"285","2670","A","A",1
"286","2670","A","A",1
"287","2670","A","A",1
"288","2670","A","A",1
"289","2670","A","A",1
"290","2670","A","A",1
"291","2670","A","A",1
"292","2670","A","A",1
"293","2670","A","A",1
"294","2670","A","A",1
"295","2670","A","A",1
"296","2670","A","A",1
"297","2670","A","A",1
"298","2670","A","A",1
"299","2670","A","A",1
"300","2670","A","A",1
"301","2670","A","A",1
"302","2670","A","A",1
"303","2670","A","A",1
"304","2670","A","A",1
"305","2670","A","A",1
"306","2670","A","A",1
"307","2670","A","A",1
"308","2670","A","A",1
"309","2670","A","A",1
"310","2670","A","A",1
"311","2670","A","A",1
"312","2670","A","A",1
"313","2670","A","A",1
"314","2670","A","A",1
"315","2670","A","A",1
"316","2670","A","A",1
"317","2670","A","A",1
"318","2670","A","A",1
"319","2670","A","A",1
"320","2670","A","A",1
"321","2670","A","A",1
"322","2670","A","A",1
"323","2670","A","A",1
"324","2670","A","A",1
"325","2670","A","A",1
"326","2670","A","A",1
"327","2670","A","A",1
"328","2670","A","A",1
"329","2670","A","A",1
"330","2670","A","A",1
"331","2670","A","A",1
"332","2670","A","A",1
"333","2670","A","A",1
"334","2670","A","A",1
"335","2670","A","A",1
"336","2670","A","A",1
"337","2670","A","A",1
"338","2670","A","A",1
"339","2670","A","A",1
"340","2670","A","A",1
"341","2670","A","A",1
"342","2670","A","A",1
"343","2670","A","A",1
"344","2670","A","A",1
"345","2670","A","A",1
"346","2670","A","A",1
"347","2670","A","A",1
"348","2670","A","A",1
"349","2670","A","A",1
"350","2670","A","A",1
"351","2670","A","A",1
"352","2670","A","A",1
"353","2670","A","A",1
"354","2670","A","A",1
"355","2670","A","A",1
"356","2670","A","A",1
"357","2670","A","A",1
"358","2670","A","A",1
"359","2670","A","A",1
"360","2670","A","A",1
"361","2671","A","A",1
"362","2671","A","A",1
"363","2671","A","A",1
"364","2671","A","A",1
"365","2671","A","A",1
"366","2671","A","A",1
"367","2671","A","A",1
"368","2671","A","A",1
"369","2671","A","A",1
"370","2671","A","A",1
"371","2671","A","A",1
"372","2671","A","A",1
"373","2671","A","A",1
"374","2671","A","A",1
"375","2671","A","A",1
"376","2671","A","A",1
"377","2671","A","A",1
"378","2671","A","A",1
"379","2671","A","A",1
"380","2671","A","A",1
"381","2671","A","A",1
"382","2671","A","A",1
"383","2671","A","A",1
"384","2671","A","A",1
"385","2671","A","A",1
"386","2671","A","A",1
"387","2671","A","A",1
"388","2671","A","A",1
"389","2671","A","A",1
"390","2671","A","A",1
"391","2671","A","A",1
"392","2671","A","A",1
"393","2671","A","A",1
"394","2671","A","A",1
"395","2671","A","A",1
"396","2671","A","A",1
"397","2671","A","A",1
"398","2671","A","A",1
"399","2671","A","A",1
"400","2671","A","A",1
"401","2671","A","A",1
"402","2671","A","A",1
"403","2671","A","A",1
"404","2671","A","A",1
"405","2671","A","A",1
"406","2671","A","A",1
"407","2671","A","A",1
"408","2671","A","A",1
"409","2671","A","A",1
"410","2671","A","A",1
"411","2671","A","A",1
"412","2671","A","A",1
"413","2671","A","A",1
"414","2671","A","A",1
"415","2671","A","A",1
"416","2671","A","A",1
"417","2671","A","A",1
"418","2671","A","A",1
"419","2671","A","A",1
"420","2671","A","A",1
"421","2671","A","A",1
"422","2671","A","A",1
"423","2671","A","A",1
"424","2671","A","A",1
"425","2671","A","A",1
"426","2671","A","A",1
"427","2671","A","A",1
"428","2671","A","A",1
"429","2671","A","A",1
"430","2671","A","A",1
"431","2671","A","A",1
"432","2671","A","A",1
"433","2671","A","A",1
"434","2671","A","A",1
"435","2671","A","A",1
"436","2671","A","A",1
"437","2671","A","A",1
"438","2671","A","A",1
"439","2671","A","A",1
"440","2671","A","A",1
"441","2671","A","A",1
"442","2671","A","A",1
"443","2671","A","A",1
"444","2671","A","A",1
"445","2671","A","A",1
"446","2671","A","A",1
"447","2671","A","A",1
"448","2671","A","A",1
"449","2671","A","A",1
"450","2671","A","A",1
"451","2671","A","A",1
"452","2671","A","A",1
"453","2671","A","A",1
"454","2671","A","A",1
"455","2671","A","A",1
"456","2671","A","A",1
"457","2671","A","A",1
"458","2671","A","A",1
"459","2671","A","A",1
"460","2671","A","A",1
"461","2671","A","A",1
"462","2671","A","A",1
"463","2671","A","A",1
"464","2671","A","A",1
"465","2671","A","A",1
"466","2671","A","A",1
"467","2671","A","A",1
"468","2671","A","A",1
"469","2671","A","A",1
"470","2671","A","A",1
"471","2671","A","A",1
"472","2671","A","A",1
"473","2671","A","A",1
"474","2671","A","A",1
"475","2671","A","A",1
"476","2671","A","A",1
"477","2671","A","A",1
"478","2671","A","A",1
"479","2671","A","A",1
"480","2671","A","A",1
"481","2672","D","A",0
"482","2672","D","A",0
"483","2672","D","A",0
"484","2672","D","A",0
"485","2672","D","A",0
"486","2672","D","A",0
"487","2672","D","A",0
"488","2672","D","A",0
"489","2672","D","A",0
"490","2672","D","A",0
"491","2672","D","A",0
"492","2672","D","A",0
"493","2672","D","A",0
"494","2672","D","A",0
"495","2672","D","A",0
"496","2672","D","A",0
"497","2672","D","A",0
"498","2672","D","A",0
"499","2672","D","A",0
"500","2672","D","A",0
"501","2672","D","A",0
"502","2672","D","A",0
"503","2672","D","A",0
"504","2672","D","A",0
"505","2672","D","A",0
"506","2672","D","A",0
"507","2672","D","A",0
"508","2672","D","A",0
"509","2672","D","A",0
"510","2672","D","A",0
"511","2672","D","A",0
"512","2672","D","A",0
"513","2672","D","A",0
"514","2672","D","A",0
"515","2672","D","A",0
"516","2672","D","A",0
"517","2672","D","A",0
"518","2672","D","A",0
"519","2672","D","A",0
"520","2672","D","A",0
"521","2672","D","A",0
"522","2672","D","A",0
"523","2672","D","A",0
"524","2672","D","A",0
"525","2672","D","A",0
"526","2672","D","A",0
"527","2672","D","A",0
"528","2672","D","A",0
"529","2672","D","A",0
"530","2672","D","A",0
"531","2672","D","A",0
"532","2672","D","A",0
"533","2672","D","A",0
"534","2672","D","A",0
"535","2672","D","A",0
"536","2672","D","A",0
"537","2672","D","A",0
"538","2672","D","A",0
"539","2672","D","A",0
"540","2672","D","A",0
"541","2672","D","A",0
"542","2672","D","A",0
"543","2672","D","A",0
"544","2672","D","A",0
"545","2672","D","A",0
"546","2672","D","A",0
"547","2672","D","A",0
"548","2672","D","A",0
"549","2672","D","A",0
"550","2672","D","A",0
"551","2672","D","A",0
"552","2672","D","A",0
"553","2672","D","A",0
"554","2672","D","A",0
"555","2672","D","A",0
"556","2672","D","A",0
"557","2672","D","A",0
"558","2672","D","A",0
"559","2672","D","A",0
"560","2672","D","A",0
"561","2672","D","A",0
"562","2672","D","A",0
"563","2672","D","A",0
"564","2672","D","A",0
"565","2672","D","A",0
"566","2672","D","A",0
"567","2672","D","A",0
"568","2672","D","A",0
"569","2672","D","A",0
"570","2672","D","A",0
"571","2672","D","A",0
"572","2672","D","A",0
"573","2672","D","A",0
"574","2672","D","A",0
"575","2672","D","A",0
"576","2672","D","A",0
"577","2672","D","A",0
"578","2672","D","A",0
"579","2672","D","A",0
"580","2672","D","A",0
"581","2672","D","A",0
"582","2672","D","A",0
"583","2672","D","A",0
"584","2672","D","A",0
"585","2672","D","A",0
"586","2672","D","A",0
"587","2672","D","A",0
"588","2672","D","A",0
"589","2672","D","A",0
"590","2672","D","A",0
"591","2672","D","A",0
"592","2672","D","A",0
"593","2672","D","A",0
"594","2672","D","A",0
"595","2672","D","A",0
"596","2672","D","A",0
"597","2672","D","A",0
"598","2672","D","A",0
"599","2672","D","A",0
"600","2672","D","A",0
"601","2674","A","A",1
"602","2674","A","A",1
"603","2674","A","A",1
"604","2674","A","A",1
"605","2674","A","A",1
"606","2674","A","A",1
"607","2674","A","A",1
"608","2674","A","A",1
"609","2674","A","A",1
"610","2674","A","A",1
"611","2674","A","A",1
"612","2674","A","A",1
"613","2674","A","A",1
"614","2674","A","A",1
"615","2674","A","A",1
"616","2674","A","A",1
"617","2674","A","A",1
"618","2674","A","A",1
"619","2674","A","A",1
"620","2674","A","A",1
"621","2674","A","A",1
"622","2674","A","A",1
"623","2674","A","A",1
"624","2674","A","A",1
"625","2674","A","A",1
"626","2674","A","A",1
"627","2674","A","A",1
"628","2674","A","A",1
"629","2674","A","A",1
"630","2674","A","A",1
"631","2674","A","A",1
"632","2674","A","A",1
"633","2674","A","A",1
"634","2674","A","A",1
"635","2674","A","A",1
"636","2674","A","A",1
"637","2674","A","A",1
"638","2674","A","A",1
"639","2674","A","A",1
"640","2674","A","A",1
"641","2674","A","A",1
"642","2674","A","A",1
"643","2674","A","A",1
"644","2674","A","A",1
"645","2674","A","A",1
"646","2674","A","A",1
"647","2674","A","A",1
"648","2674","A","A",1
"649","2674","A","A",1
"650","2674","A","A",1
"651","2674","A","A",1
"652","2674","A","A",1
"653","2674","A","A",1
"654","2674","A","A",1
"655","2674","A","A",1
"656","2674","A","A",1
"657","2674","A","A",1
"658","2674","A","A",1
"659","2674","A","A",1
"660","2674","A","A",1
"661","2674","A","A",1
"662","2674","A","A",1
"663","2674","A","A",1
"664","2674","A","A",1
"665","2674","A","A",1
"666","2674","A","A",1
"667","2674","A","A",1
"668","2674","A","A",1
"669","2674","A","A",1
"670","2674","A","A",1
"671","2674","A","A",1
"672","2674","A","A",1
"673","2674","A","A",1
"674","2674","A","A",1
"675","2674","A","A",1
"676","2674","A","A",1
"677","2674","A","A",1
"678","2674","A","A",1
"679","2674","A","A",1
"680","2674","A","A",1
"681","2674","A","A",1
"682","2674","A","A",1
"683","2674","A","A",1
"684","2674","A","A",1
"685","2674","A","A",1
"686","2674","A","A",1
"687","2674","A","A",1
"688","2674","A","A",1
"689","2674","A","A",1
"690","2674","A","A",1
"691","2674","A","A",1
"692","2674","A","A",1
"693","2674","A","A",1
"694","2674","A","A",1
"695","2674","A","A",1
"696","2674","A","A",1
"697","2674","A","A",1
"698","2674","A","A",1
"699","2674","A","A",1
"700","2674","A","A",1
"701","2674","A","A",1
"702","2674","A","A",1
"703","2674","A","A",1
"704","2674","A","A",1
"705","2674","A","A",1
"706","2674","A","A",1
"707","2674","A","A",1
"708","2674","A","A",1
"709","2674","A","A",1
"710","2674","A","A",1
"711","2674","A","A",1
"712","2674","A","A",1
"713","2674","A","A",1
"714","2674","A","A",1
"715","2674","A","A",1
"716","2674","A","A",1
"717","2674","A","A",1
"718","2674","A","A",1
"719","2674","A","A",1
"720","2674","A","A",1
"721","2675","A","A",1
"722","2675","A","A",1
"723","2675","A","A",1
"724","2675","A","A",1
"725","2675","A","A",1
"726","2675","A","A",1
"727","2675","A","A",1
"728","2675","A","A",1
"729","2675","A","A",1
"730","2675","A","A",1
"731","2675","A","A",1
"732","2675","A","A",1
"733","2675","A","A",1
"734","2675","A","A",1
"735","2675","A","A",1
"736","2675","A","A",1
"737","2675","A","A",1
"738","2675","A","A",1
"739","2675","A","A",1
"740","2675","A","A",1
"741","2675","A","A",1
"742","2675","A","A",1
"743","2675","A","A",1
"744","2675","A","A",1
"745","2675","A","A",1
"746","2675","A","A",1
"747","2675","A","A",1
"748","2675","A","A",1
"749","2675","A","A",1
"750","2675","A","A",1
"751","2675","A","A",1
"752","2675","A","A",1
"753","2675","A","A",1
"754","2675","A","A",1
"755","2675","A","A",1
"756","2675","A","A",1
"757","2675","A","A",1
"758","2675","A","A",1
"759","2675","A","A",1
"760","2675","A","A",1
"761","2675","A","A",1
"762","2675","A","A",1
"763","2675","A","A",1
"764","2675","A","A",1
"765","2675","A","A",1
"766","2675","A","A",1
"767","2675","A","A",1
"768","2675","A","A",1
"769","2675","A","A",1
"770","2675","A","A",1
"771","2675","A","A",1
"772","2675","A","A",1
"773","2675","A","A",1
"774","2675","A","A",1
"775","2675","A","A",1
"776","2675","A","A",1
"777","2675","A","A",1
"778","2675","A","A",1
"779","2675","A","A",1
"780","2675","A","A",1
"781","2675","A","A",1
"782","2675","A","A",1
"783","2675","A","A",1
"784","2675","A","A",1
"785","2675","A","A",1
"786","2675","A","A",1
"787","2675","A","A",1
"788","2675","A","A",1
"789","2675","A","A",1
"790","2675","A","A",1
"791","2675","A","A",1
"792","2675","A","A",1
"793","2675","A","A",1
"794","2675","A","A",1
"795","2675","A","A",1
"796","2675","A","A",1
"797","2675","A","A",1
"798","2675","A","A",1
"799","2675","A","A",1
"800","2675","A","A",1
"801","2675","A","A",1
"802","2675","A","A",1
"803","2675","A","A",1
"804","2675","A","A",1
"805","2675","A","A",1
"806","2675","A","A",1
"807","2675","A","A",1
"808","2675","A","A",1
"809","2675","A","A",1
"810","2675","A","A",1
"811","2675","A","A",1
"812","2675","A","A",1
"813","2675","A","A",1
"814","2675","A","A",1
"815","2675","A","A",1
"816","2675","A","A",1
"817","2675","A","A",1
"818","2675","A","A",1
"819","2675","A","A",1
"820","2675","A","A",1
"821","2675","A","A",1
"822","2675","A","A",1
"823","2675","A","A",1
"824","2675","A","A",1
"825","2675","A","A",1
"826","2675","A","A",1
"827","2675","A","A",1
"828","2675","A","A",1
"829","2675","A","A",1
"830","2675","A","A",1
"831","2675","A","A",1
"832","2675","A","A",1
"833","2675","A","A",1
"834","2675","A","A",1
"835","2675","A","A",1
"836","2675","A","A",1
"837","2675","A","A",1
"838","2675","A","A",1
"839","2675","A","A",1
"840","2675","A","A",1
"841","2677","A","A",1
"842","2677","A","A",1
"843","2677","A","A",1
"844","2677","A","A",1
"845","2677","A","A",1
"846","2677","A","A",1
"847","2677","A","A",1
"848","2677","A","A",1
"849","2677","A","A",1
"850","2677","A","A",1
"851","2677","A","A",1
"852","2677","A","A",1
"853","2677","A","A",1
"854","2677","A","A",1
"855","2677","A","A",1
"856","2677","A","A",1
"857","2677","A","A",1
"858","2677","A","A",1
"859","2677","A","A",1
"860","2677","A","A",1
"861","2677","A","A",1
"862","2677","A","A",1
"863","2677","A","A",1
"864","2677","A","A",1
"865","2677","A","A",1
"866","2677","A","A",1
"867","2677","A","A",1
"868","2677","A","A",1
"869","2677","A","A",1
"870","2677","A","A",1
"871","2677","A","A",1
"872","2677","A","A",1
"873","2677","A","A",1
"874","2677","A","A",1
"875","2677","A","A",1
"876","2677","A","A",1
"877","2677","A","A",1
"878","2677","A","A",1
"879","2677","A","A",1
"880","2677","A","A",1
"881","2677","A","A",1
"882","2677","A","A",1
"883","2677","A","A",1
"884","2677","A","A",1
"885","2677","A","A",1
"886","2677","A","A",1
"887","2677","A","A",1
"888","2677","A","A",1
"889","2677","A","A",1
"890","2677","A","A",1
"891","2677","A","A",1
"892","2677","A","A",1
"893","2677","A","A",1
"894","2677","A","A",1
"895","2677","A","A",1
"896","2677","A","A",1
"897","2677","A","A",1
"898","2677","A","A",1
"899","2677","A","A",1
"900","2677","A","A",1
"901","2677","A","A",1
"902","2677","A","A",1
"903","2677","A","A",1
"904","2677","A","A",1
"905","2677","A","A",1
"906","2677","A","A",1
"907","2677","A","A",1
"908","2677","A","A",1
"909","2677","A","A",1
"910","2677","A","A",1
"911","2677","A","A",1
"912","2677","A","A",1
"913","2677","A","A",1
"914","2677","A","A",1
"915","2677","A","A",1
"916","2677","A","A",1
"917","2677","A","A",1
"918","2677","A","A",1
"919","2677","A","A",1
"920","2677","A","A",1
"921","2677","A","A",1
"922","2677","A","A",1
"923","2677","A","A",1
"924","2677","A","A",1
"925","2677","A","A",1
"926","2677","A","A",1
"927","2677","A","A",1
"928","2677","A","A",1
"929","2677","A","A",1
"930","2677","A","A",1
"931","2677","A","A",1
"932","2677","A","A",1
"933","2677","A","A",1
"934","2677","A","A",1
"935","2677","A","A",1
"936","2677","A","A",1
"937","2677","A","A",1
"938","2677","A","A",1
"939","2677","A","A",1
"940","2677","A","A",1
"941","2677","A","A",1
"942","2677","A","A",1
"943","2677","A","A",1
"944","2677","A","A",1
"945","2677","A","A",1
"946","2677","A","A",1
"947","2677","A","A",1
"948","2677","A","A",1
"949","2677","A","A",1
"950","2677","A","A",1
"951","2677","A","A",1
"952","2677","A","A",1
"953","2677","A","A",1
"954","2677","A","A",1
"955","2677","A","A",1
"956","2677","A","A",1
"957","2677","A","A",1
"958","2677","A","A",1
"959","2677","A","A",1
"960","2677","A","A",1
"961","2678","A","A",1
"962","2678","A","A",1
"963","2678","A","A",1
"964","2678","A","A",1
"965","2678","A","A",1
"966","2678","A","A",1
"967","2678","A","A",1
"968","2678","A","A",1
"969","2678","A","A",1
"970","2678","A","A",1
"971","2678","A","A",1
"972","2678","A","A",1
"973","2678","A","A",1
"974","2678","A","A",1
"975","2678","A","A",1
"976","2678","A","A",1
"977","2678","A","A",1
"978","2678","A","A",1
"979","2678","A","A",1
"980","2678","A","A",1
"981","2678","A","A",1
"982","2678","A","A",1
"983","2678","A","A",1
"984","2678","A","A",1
"985","2678","A","A",1
"986","2678","A","A",1
"987","2678","A","A",1
"988","2678","A","A",1
"989","2678","A","A",1
"990","2678","A","A",1
"991","2678","A","A",1
"992","2678","A","A",1
"993","2678","A","A",1
"994","2678","A","A",1
"995","2678","A","A",1
"996","2678","A","A",1
"997","2678","A","A",1
"998","2678","A","A",1
"999","2678","A","A",1
"1000","2678","A","A",1
"1001","2678","A","A",1
"1002","2678","A","A",1
"1003","2678","A","A",1
"1004","2678","A","A",1
"1005","2678","A","A",1
"1006","2678","A","A",1
"1007","2678","A","A",1
"1008","2678","A","A",1
"1009","2678","A","A",1
"1010","2678","A","A",1
"1011","2678","A","A",1
"1012","2678","A","A",1
"1013","2678","A","A",1
"1014","2678","A","A",1
"1015","2678","A","A",1
"1016","2678","A","A",1
"1017","2678","A","A",1
"1018","2678","A","A",1
"1019","2678","A","A",1
"1020","2678","A","A",1
"1021","2678","A","A",1
"1022","2678","A","A",1
"1023","2678","A","A",1
"1024","2678","A","A",1
"1025","2678","A","A",1
"1026","2678","A","A",1
"1027","2678","A","A",1
"1028","2678","A","A",1
"1029","2678","A","A",1
"1030","2678","A","A",1
"1031","2678","A","A",1
"1032","2678","A","A",1
"1033","2678","A","A",1
"1034","2678","A","A",1
"1035","2678","A","A",1
"1036","2678","A","A",1
"1037","2678","A","A",1
"1038","2678","A","A",1
"1039","2678","A","A",1
"1040","2678","A","A",1
"1041","2678","A","A",1
"1042","2678","A","A",1
"1043","2678","A","A",1
"1044","2678","A","A",1
"1045","2678","A","A",1
"1046","2678","A","A",1
"1047","2678","A","A",1
"1048","2678","A","A",1
"1049","2678","A","A",1
"1050","2678","A","A",1
"1051","2678","A","A",1
"1052","2678","A","A",1
"1053","2678","A","A",1
"1054","2678","A","A",1
"1055","2678","A","A",1
"1056","2678","A","A",1
"1057","2678","A","A",1
"1058","2678","A","A",1
"1059","2678","A","A",1
"1060","2678","A","A",1
"1061","2678","A","A",1
"1062","2678","A","A",1
"1063","2678","A","A",1
"1064","2678","A","A",1
"1065","2678","A","A",1
"1066","2678","A","A",1
"1067","2678","A","A",1
"1068","2678","A","A",1
"1069","2678","A","A",1
"1070","2678","A","A",1
"1071","2678","A","A",1
"1072","2678","A","A",1
"1073","2678","A","A",1
"1074","2678","A","A",1
"1075","2678","A","A",1
"1076","2678","A","A",1
"1077","2678","A","A",1
"1078","2678","A","A",1
"1079","2678","A","A",1
"1080","2678","A","A",1
"1081","2679","A","A",1
"1082","2679","A","A",1
"1083","2679","A","A",1
"1084","2679","A","A",1
"1085","2679","A","A",1
"1086","2679","A","A",1
"1087","2679","A","A",1
"1088","2679","A","A",1
"1089","2679","A","A",1
"1090","2679","A","A",1
"1091","2679","A","A",1
"1092","2679","A","A",1
"1093","2679","A","A",1
"1094","2679","A","A",1
"1095","2679","A","A",1
"1096","2679","A","A",1
"1097","2679","A","A",1
"1098","2679","A","A",1
"1099","2679","A","A",1
"1100","2679","A","A",1
"1101","2679","A","A",1
"1102","2679","A","A",1
"1103","2679","A","A",1
"1104","2679","A","A",1
"1105","2679","A","A",1
"1106","2679","A","A",1
"1107","2679","A","A",1
"1108","2679","A","A",1
"1109","2679","A","A",1
"1110","2679","A","A",1
"1111","2679","A","A",1
"1112","2679","A","A",1
"1113","2679","A","A",1
"1114","2679","A","A",1
"1115","2679","A","A",1
"1116","2679","A","A",1
"1117","2679","A","A",1
"1118","2679","A","A",1
"1119","2679","A","A",1
"1120","2679","A","A",1
"1121","2679","A","A",1
"1122","2679","A","A",1
"1123","2679","A","A",1
"1124","2679","A","A",1
"1125","2679","A","A",1
"1126","2679","A","A",1
"1127","2679","A","A",1
"1128","2679","A","A",1
"1129","2679","A","A",1
"1130","2679","A","A",1
"1131","2679","A","A",1
"1132","2679","A","A",1
"1133","2679","A","A",1
"1134","2679","A","A",1
"1135","2679","A","A",1
"1136","2679","A","A",1
"1137","2679","A","A",1
"1138","2679","A","A",1
"1139","2679","A","A",1
"1140","2679","A","A",1
"1141","2679","A","A",1
"1142","2679","A","A",1
"1143","2679","A","A",1
"1144","2679","A","A",1
"1145","2679","A","A",1
"1146","2679","A","A",1
"1147","2679","A","A",1
"1148","2679","A","A",1
"1149","2679","A","A",1
"1150","2679","A","A",1
"1151","2679","A","A",1
